weight_class,title_fight,card_section,card_position,event_venue_country,red_age,blue_age,red_height,blue_height,red_reach,blue_reach,red_stance,blue_stance,red_prior_fights,blue_prior_fights,red_prior_wins,blue_prior_wins,red_prior_win_rate,blue_prior_win_rate,red_prior_finish_wins,blue_prior_finish_wins,red_prior_finish_rate,blue_prior_finish_rate,red_prior_avg_duration,blue_prior_avg_duration,red_days_since_last_fight,blue_days_since_last_fight,age_diff,height_diff,reach_diff,prior_fights_diff,prior_win_rate_diff,prior_finish_rate_diff,prior_avg_duration_diff,days_since_last_fight_diff,stance_matchup,y_red_win
LIGHTWEIGHT,0,PRELIMS,9,USA,32.62696783025325,25.062286105407257,180.34,182.88,175.26,185.42,orthodox,orthodox,7.0,2.0,3.0,1.0,0.42857142857142855,0.5,3.0,0.0,1.0,0.0,9.981428571428571,9.774999999999999,105.0,119.0,7.564681724845993,-2.539999999999992,-10.159999999999997,5.0,-0.07142857142857145,1.0,0.20642857142857274,-14.0,orthodox_vs_orthodox,1
LIGHTWEIGHT,0,PRELIMS,7,USA,26.89664613278576,25.478439425051334,175.26,175.26,179.07,182.88,switch,orthodox,5.0,4.0,2.0,2.0,0.4,0.5,1.0,1.0,0.5,0.5,11.238,10.2575,147.0,378.0,1.4182067077344271,0.0,-3.8100000000000023,1.0,-0.09999999999999998,0.0,0.9804999999999993,-231.0,switch_vs_orthodox,0
WELTERWEIGHT,0,MAIN_CARD,5,USA,37.059548254620125,25.169062286105408,190.5,182.88,203.2,200.66,orthodox,orthodox,33.0,5.0,22.0,5.0,0.6666666666666666,1.0,8.0,2.0,0.36363636363636365,0.4,12.47060606060606,12.05,217.0,280.0,11.890485968514717,7.6200000000000045,2.539999999999992,28.0,-0.33333333333333337,-0.036363636363636376,0.42060606060606,-63.0,orthodox_vs_orthodox,0
MIDDLEWEIGHT,0,MAIN_CARD,1,USA,40.440793976728266,31.603011635865844,180.34,185.42,196.85,190.5,switch,southpaw,17.0,8.0,10.0,8.0,0.5882352941176471,1.0,6.0,3.0,0.6,0.375,13.09764705882353,11.325,77.0,112.0,8.837782340862422,-5.079999999999984,6.349999999999994,9.0,-0.4117647058823529,0.22499999999999998,1.7726470588235301,-35.0,switch_vs_southpaw,0
FEATHERWEIGHT,1,MAIN_CARD,4,USA,31.1813826146475,24.205338809034906,170.18,170.18,167.64,182.88,orthodox,orthodox,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5199999999999996,15.0,17.0,3.0,6.976043805612594,0.0,-15.240000000000009,0.0,0.0,1.0,-14.48,14.0,orthodox_vs_orthodox,0
MIDDLEWEIGHT,1,MAIN_CARD,3,USA,29.401779603011637,33.22108145106092,187.96,187.96,195.58,194.31,orthodox,southpaw,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.5700000000000003,15.0,10.0,24.0,-3.8193018480492817,0.0,1.2700000000000102,0.0,0.0,1.0,-11.43,-14.0,orthodox_vs_southpaw,0
W_STRAWWEIGHT,0,MAIN_CARD,2,USA,39.61396303901437,29.505817932922657,160.02,154.94,163.83,154.94,orthodox,orthodox,25.0,7.0,12.0,5.0,0.48,0.7142857142857143,3.0,1.0,0.25,0.2,14.3096,12.89,98.0,105.0,10.108145106091715,5.0800000000000125,8.890000000000015,18.0,-0.23428571428571432,0.04999999999999999,1.419599999999999,-7.0,orthodox_vs_orthodox,0
MIDDLEWEIGHT,0,MAIN_CARD,6,USA,26.759753593429156,36.68446269678302,187.96,185.42,190.5,195.58,orthodox,southpaw,11.0,20.0,7.0,11.0,0.6363636363636364,0.55,6.0,11.0,0.8571428571428571,1.0,7.318181818181817,8.305000000000001,154.0,161.0,-9.924709103353866,2.5400000000000205,-5.0800000000000125,-9.0,0.08636363636363631,-0.1428571428571429,-0.9868181818181849,-7.0,orthodox_vs_southpaw,0
BANTAMWEIGHT,0,MAIN_CARD,3,USA,30.62012320328542,34.9678302532512,162.56,170.18,172.72,168.91,southpaw,switch,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4800000000000004,,314.0,,-4.347707049965781,-7.6200000000000045,3.8100000000000023,1.0,0.0,0.0,,,southpaw_vs_switch,1
BANTAMWEIGHT,0,MAIN_CARD,5,USA,28.13141683778234,25.949349760438057,167.64,170.18,166.37,175.26,orthodox,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.182067077344282,-2.5400000000000205,-8.889999999999986,0.0,0.0,0.0,,,orthodox_vs_orthodox,0
MIDDLEWEIGHT,0,MAIN_CARD,4,USA,29.585215605749486,25.82340862422998,190.5,172.72,198.12,190.5,orthodox,orthodox,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,7.719999999999999,,314.0,3.7618069815195057,17.78,7.6200000000000045,-1.0,-1.0,-1.0,,,orthodox_vs_orthodox,0
HEAVYWEIGHT,0,MAIN_CARD,2,USA,32.446269678302535,31.540041067761805,193.04,190.5,193.04,200.66,orthodox,orthodox,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,11.0,,1056.0,,0.9062286105407296,2.539999999999992,-7.6200000000000045,1.0,1.0,1.0,,,orthodox_vs_orthodox,1
WELTERWEIGHT,0,MAIN_CARD,1,USA,33.497604380561256,35.32375085557837,185.42,185.42,186.69,185.42,orthodox,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-1.8261464750171115,0.0,1.2700000000000102,0.0,0.0,0.0,,,orthodox_vs_orthodox,1
FLYWEIGHT,0,EARLY_PRELIMS,12,Australia,29.78507871321013,28.42984257357974,165.1,162.56,166.37,158.75,orthodox,orthodox,0.0,4.0,0.0,3.0,0.0,0.75,0.0,2.0,0.0,0.6666666666666666,,7.885,,174.0,1.3552361396303887,2.539999999999992,7.6200000000000045,-4.0,-0.75,-0.6666666666666666,,,orthodox_vs_orthodox,0
WELTERWEIGHT,0,EARLY_PRELIMS,11,Australia,34.4394250513347,35.34839151266256,182.88,182.88,181.61,179.07,orthodox,southpaw,9.0,10.0,5.0,4.0,0.5555555555555556,0.4,3.0,1.0,0.6,0.25,9.892222222222223,10.98,251.0,315.0,-0.9089664613278572,0.0,2.5400000000000205,-1.0,0.15555555555555556,0.35,-1.0877777777777773,-64.0,orthodox_vs_southpaw,1
LIGHTWEIGHT,0,EARLY_PRELIMS,10,Australia,24.4435318275154,37.87542778918549,190.5,180.34,185.42,185.42,southpaw,orthodox,3.0,2.0,2.0,0.0,0.6666666666666666,0.0,2.0,0.0,1.0,0.0,2.086666666666666,2.4749999999999996,91.0,336.0,-13.431895961670087,10.159999999999997,0.0,1.0,0.6666666666666666,1.0,-0.38833333333333364,-245.0,southpaw_vs_orthodox,1
FEATHERWEIGHT,0,PRELIMS,9,Australia,30.78713210130048,36.539356605065024,170.18,175.26,172.72,186.69,switch,orthodox,4.0,6.0,3.0,3.0,0.75,0.5,1.0,3.0,0.3333333333333333,1.0,13.205000000000002,4.996666666666667,343.0,140.0,-5.752224503764545,-5.079999999999984,-13.969999999999999,-2.0,0.25,-0.6666666666666667,8.208333333333336,203.0,switch_vs_orthodox,1
W_FLYWEIGHT,0,PRELIMS,8,Australia,26.861054072553046,24.33675564681725,167.64,167.64,175.26,170.18,orthodox,orthodox,6.0,3.0,4.0,3.0,0.6666666666666666,1.0,3.0,2.0,0.75,0.6666666666666666,11.276666666666666,7.376666666666665,245.0,35.0,2.5242984257357968,0.0,5.079999999999984,3.0,-0.33333333333333337,0.08333333333333337,3.9000000000000004,210.0,orthodox_vs_orthodox,1
FEATHERWEIGHT,0,PRELIMS,7,Australia,30.234086242299796,29.045859000684462,177.8,175.26,185.42,182.88,orthodox,orthodox,7.0,12.0,3.0,7.0,0.42857142857142855,0.5833333333333334,1.0,3.0,0.3333333333333333,0.42857142857142855,12.864285714285714,8.695,154.0,147.0,1.1882272416153334,2.5400000000000205,2.539999999999992,-5.0,-0.15476190476190482,-0.09523809523809523,4.169285714285714,7.0,orthodox_vs_orthodox,0
WELTERWEIGHT,0,MAIN_CARD,5,Australia,36.41067761806981,31.000684462696782,182.88,185.42,181.61,198.12,orthodox,switch,17.0,3.0,11.0,3.0,0.6470588235294118,1.0,8.0,3.0,0.7272727272727273,1.0,10.615294117647059,6.686666666666667,707.0,70.0,5.40999315537303,-2.539999999999992,-16.50999999999999,14.0,-0.3529411764705882,-0.2727272727272727,3.9286274509803913,637.0,orthodox_vs_switch,0
HEAVYWEIGHT,0,MAIN_CARD,4,Australia,31.422313483915126,36.41889117043121,187.96,187.96,190.5,198.12,southpaw,orthodox,15.0,13.0,8.0,8.0,0.5333333333333333,0.6153846153846154,7.0,8.0,0.875,1.0,6.710666666666667,8.603846153846153,154.0,168.0,-4.996577686516083,0.0,-7.6200000000000045,2.0,-0.08205128205128209,-0.125,-1.893179487179486,-14.0,southpaw_vs_orthodox,0
LIGHTWEIGHT,0,MAIN_CARD,3,Australia,33.68377823408624,34.507871321013006,177.8,182.88,179.07,190.5,southpaw,switch,9.0,21.0,7.0,13.0,0.7777777777777778,0.6190476190476191,4.0,9.0,0.5714285714285714,0.6923076923076923,11.992222222222223,9.991904761904763,161.0,406.0,-0.8240930869267657,-5.079999999999984,-11.430000000000007,-12.0,0.15873015873015872,-0.1208791208791209,2.0003174603174596,-245.0,southpaw_vs_switch,0
FLYWEIGHT,0,MAIN_CARD,2,Australia,31.394934976043807,29.059548254620122,162.56,172.72,175.26,172.72,orthodox,orthodox,11.0,4.0,7.0,3.0,0.6363636363636364,0.75,2.0,1.0,0.2857142857142857,0.3333333333333333,13.05818181818182,15.1075,441.0,105.0,2.335386721423685,-10.159999999999997,2.539999999999992,7.0,-0.11363636363636365,-0.047619047619047616,-2.0493181818181796,336.0,orthodox_vs_orthodox,1
MIDDLEWEIGHT,1,MAIN_CARD,1,Australia,30.590006844626966,35.07186858316222,185.42,193.04,193.04,203.2,switch,switch,7.0,16.0,7.0,13.0,1.0,0.8125,5.0,5.0,0.7142857142857143,0.38461538461538464,11.44714285714286,18.273125,210.0,343.0,-4.481861738535255,-7.6200000000000045,-10.159999999999997,-9.0,0.1875,0.32967032967032966,-6.825982142857141,-133.0,switch_vs_switch,1
HEAVYWEIGHT,0,PRELIMS,6,Australia,27.904175222450377,26.67488021902806,190.5,198.12,190.5,199.39,orthodox,orthodox,3.0,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,7.543333333333334,15.0,182.0,133.0,1.2292950034223153,-7.6200000000000045,-8.889999999999986,2.0,0.3333333333333333,1.0,-7.456666666666666,49.0,orthodox_vs_orthodox,0
MIDDLEWEIGHT,0,MAIN_CARD,1,USA,26.850102669404517,28.01095140314853,187.96,187.96,201.93,195.58,orthodox,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-1.160848733744011,0.0,6.349999999999994,0.0,0.0,0.0,,,orthodox_vs_orthodox,1
WELTERWEIGHT,0,MAIN_CARD,2,USA,29.87816563997262,33.30321697467488,187.96,185.42,185.42,180.34,orthodox,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-3.4250513347022604,2.5400000000000205,5.079999999999984,0.0,0.0,0.0,,,orthodox_vs_orthodox,0
LIGHT_HEAVYWEIGHT,0,MAIN_CARD,3,USA,27.854893908281998,31.304585900068446,182.88,187.96,180.34,187.96,orthodox,orthodox,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.7799999999999994,,342.0,-3.449691991786448,-5.0800000000000125,-7.6200000000000045,-1.0,0.0,0.0,,,orthodox_vs_orthodox,0
FEATHERWEIGHT,0,MAIN_CARD,4,USA,26.313483915126625,26.584531143052704,180.34,172.72,187.96,177.8,switch,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-0.27104722792607916,7.6200000000000045,10.159999999999997,0.0,0.0,0.0,,,switch_vs_Unknown,1
FLYWEIGHT,0,MAIN_CARD,5,USA,25.180013689253936,23.876796714579054,167.64,167.64,170.18,168.91,orthodox,switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.303216974674882,0.0,1.2700000000000102,0.0,0.0,0.0,,,orthodox_vs_switch,1
W_STRAWWEIGHT,0,PRELIMS,10,USA,24.65160848733744,33.81519507186858,167.64,154.94,165.1,147.32,orthodox,orthodox,1.0,2.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,15.0,15.0,325.0,244.0,-9.163586584531139,12.699999999999989,17.78,-1.0,-0.5,0.0,0.0,81.0,orthodox_vs_orthodox,1
FEATHERWEIGHT,0,PRELIMS,9,USA,27.9315537303217,29.730321697467488,177.8,180.34,182.88,185.42,switch,orthodox,8.0,3.0,4.0,1.0,0.5,0.3333333333333333,1.0,0.0,0.25,0.0,13.97875,15.0,140.0,140.0,-1.798767967145789,-2.539999999999992,-2.539999999999992,5.0,0.16666666666666669,0.25,-1.0212500000000002,0.0,switch_vs_orthodox,1
HEAVYWEIGHT,0,PRELIMS,8,USA,33.13347022587269,34.5927446954141,193.04,190.5,201.93,200.66,orthodox,orthodox,2.0,4.0,2.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,5.225,15.0,105.0,140.0,-1.4592744695414055,2.539999999999992,1.2700000000000102,-2.0,0.0,1.0,-9.775,-35.0,orthodox_vs_orthodox,1
W_BANTAMWEIGHT,0,PRELIMS,7,USA,29.61259411362081,32.6735112936345,165.1,170.18,171.45,167.64,orthodox,orthodox,9.0,11.0,6.0,6.0,0.6666666666666666,0.5454545454545454,0.0,0.0,0.0,0.0,15.0,13.280000000000001,238.0,147.0,-3.060917180013689,-5.0800000000000125,3.8100000000000023,-2.0,0.12121212121212122,0.0,1.7199999999999989,91.0,orthodox_vs_orthodox,1
BANTAMWEIGHT,0,MAIN_CARD,6,USA,27.238877481177276,32.36139630390144,170.18,170.18,175.26,171.45,orthodox,orthodox,3.0,2.0,1.0,1.0,0.3333333333333333,0.5,0.0,1.0,0.0,1.0,6.6066666666666665,8.0,350.0,147.0,-5.12251882272416,0.0,3.8100000000000023,1.0,-0.16666666666666669,-1.0,-1.3933333333333335,203.0,orthodox_vs_orthodox,1
BANTAMWEIGHT,0,MAIN_CARD,4,USA,33.30321697467488,32.813141683778234,175.26,167.64,170.18,177.8,orthodox,orthodox,12.0,0.0,8.0,0.0,0.6666666666666666,0.0,3.0,0.0,0.375,0.0,13.186666666666667,,244.0,,0.49007529089664814,7.6200000000000045,-7.6200000000000045,12.0,0.6666666666666666,0.375,,,orthodox_vs_orthodox,1
WELTERWEIGHT,0,MAIN_CARD,3,USA,29.023956194387406,34.63381245722108,187.96,185.42,200.66,187.96,southpaw,orthodox,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,6.3100000000000005,15.0,175.0,1053.0,-5.609856262833677,2.5400000000000205,12.699999999999989,1.0,1.0,1.0,-8.69,-878.0,southpaw_vs_orthodox,1
FEATHERWEIGHT,0,MAIN_CARD,2,USA,36.00547570157426,31.786447638603697,180.34,170.18,180.34,175.26,switch,orthodox,12.0,3.0,6.0,3.0,0.5,1.0,3.0,1.0,0.5,0.3333333333333333,9.955833333333333,12.773333333333333,126.0,126.0,4.219028062970565,10.159999999999997,5.0800000000000125,9.0,-0.5,0.16666666666666669,-2.817500000000001,0.0,switch_vs_orthodox,0
HEAVYWEIGHT,0,MAIN_CARD,1,USA,38.75154004106776,29.544147843942504,190.5,190.5,198.12,198.12,orthodox,orthodox,19.0,11.0,12.0,7.0,0.631578947368421,0.6363636363636364,5.0,5.0,0.4166666666666667,0.7142857142857143,11.613157894736842,8.079090909090908,147.0,343.0,9.207392197125259,0.0,0.0,8.0,-0.004784688995215336,-0.2976190476190476,3.534066985645934,-196.0,orthodox_vs_orthodox,0
W_BANTAMWEIGHT,0,MAIN_CARD,5,USA,34.7460643394935,33.713894592744694,167.64,172.72,172.72,172.72,orthodox,southpaw,9.0,3.0,4.0,2.0,0.4444444444444444,0.6666666666666666,0.0,1.0,0.0,0.5,12.06111111111111,11.416666666666666,406.0,147.0,1.0321697467488065,-5.0800000000000125,0.0,6.0,-0.2222222222222222,-0.5,0.6444444444444439,259.0,orthodox_vs_southpaw,1
LIGHTWEIGHT,0,PRELIMS,8,United Arab Emirates,30.198494182067076,29.38261464750171,175.26,175.26,185.42,185.42,switch,orthodox,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,287.0,273.0,0.8158795345653651,0.0,0.0,0.0,0.0,0.0,0.0,14.0,switch_vs_orthodox,0
MIDDLEWEIGHT,0,PRELIMS,13,United Arab Emirates,28.993839835728952,36.2135523613963,187.96,185.42,200.66,195.58,orthodox,orthodox,5.0,5.0,3.0,1.0,0.6,0.2,1.0,1.0,0.3333333333333333,1.0,8.416,6.4079999999999995,126.0,259.0,-7.219712525667351,2.5400000000000205,5.079999999999984,0.0,0.39999999999999997,-0.6666666666666667,2.008000000000001,-133.0,orthodox_vs_orthodox,1
LIGHTWEIGHT,0,PRELIMS,12,United Arab Emirates,36.224503764544835,27.55373032169747,185.42,180.34,195.58,187.96,orthodox,orthodox,7.0,2.0,2.0,0.0,0.2857142857142857,0.0,1.0,0.0,0.5,0.0,10.709999999999999,15.0,378.0,343.0,8.670773442847366,5.079999999999984,7.6200000000000045,5.0,0.2857142857142857,0.5,-4.290000000000001,35.0,orthodox_vs_orthodox,1
W_STRAWWEIGHT,0,PRELIMS,11,United Arab Emirates,25.519507186858316,32.09856262833676,165.1,165.1,170.18,163.83,orthodox,orthodox,3.0,8.0,3.0,3.0,1.0,0.375,1.0,1.0,0.3333333333333333,0.3333333333333333,10.19,13.60875,287.0,160.0,-6.579055441478442,0.0,6.349999999999994,-5.0,0.625,0.0,-3.418750000000001,127.0,orthodox_vs_orthodox,0
LIGHTWEIGHT,0,PRELIMS,10,United Arab Emirates,32.56947296372348,28.421629021218344,180.34,177.8,182.88,185.42,orthodox,orthodox,3.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,14.426666666666668,,399.0,,4.147843942505133,2.539999999999992,-2.539999999999992,3.0,0.3333333333333333,0.0,,,orthodox_vs_orthodox,1
HEAVYWEIGHT,0,PRELIMS,9,United Arab Emirates,34.47775496235455,32.54757015742642,193.04,198.12,199.39,205.74,orthodox,orthodox,3.0,12.0,2.0,6.0,0.6666666666666666,0.5,2.0,4.0,1.0,0.6666666666666666,9.520000000000001,12.296666666666667,154.0,98.0,1.9301848049281318,-5.0800000000000125,-6.350000000000023,-9.0,0.16666666666666663,0.33333333333333337,-2.7766666666666655,56.0,orthodox_vs_orthodox,1
LIGHT_HEAVYWEIGHT,0,PRELIMS,7,United Arab Emirates,35.31006160164271,36.79397672826831,177.8,182.88,181.61,193.04,southpaw,orthodox,4.0,15.0,4.0,10.0,1.0,0.6666666666666666,3.0,8.0,0.75,0.8,10.0075,7.396,476.0,84.0,-1.4839151266256039,-5.079999999999984,-11.429999999999978,-11.0,0.33333333333333337,-0.050000000000000044,2.6115000000000004,392.0,southpaw_vs_orthodox,1
LIGHTWEIGHT,0,MAIN_CARD,6,United Arab Emirates,31.422313483915126,26.850102669404517,190.5,177.8,195.58,184.15,orthodox,orthodox,7.0,4.0,5.0,3.0,0.7142857142857143,0.75,5.0,2.0,1.0,0.6666666666666666,6.741428571428571,11.825,378.0,91.0,4.572210814510608,12.699999999999989,11.430000000000007,3.0,-0.0357142857142857,0.33333333333333337,-5.083571428571428,287.0,orthodox_vs_orthodox,1
W_STRAWWEIGHT,0,MAIN_CARD,5,United Arab Emirates,31.362080766598222,30.90759753593429,162.56,157.48,160.02,154.94,orthodox,orthodox,13.0,11.0,8.0,7.0,0.6153846153846154,0.6363636363636364,4.0,2.0,0.5,0.2857142857142857,13.217692307692307,13.441818181818183,168.0,126.0,0.45448323066393215,5.0800000000000125,5.0800000000000125,2.0,-0.020979020979020935,0.2142857142857143,-0.22412587412587648,42.0,orthodox_vs_orthodox,1
WELTERWEIGHT,0,MAIN_CARD,4,United Arab Emirates,40.473648186173854,36.6570841889117,180.34,185.42,194.31,191.77,orthodox,southpaw,24.0,18.0,16.0,11.0,0.6666666666666666,0.6111111111111112,12.0,6.0,0.75,0.5454545454545454,11.707499999999998,9.495555555555557,231.0,371.0,3.8165639972621506,-5.079999999999984,2.539999999999992,6.0,0.05555555555555547,0.20454545454545459,2.211944444444441,-140.0,orthodox_vs_southpaw,0
BANTAMWEIGHT,0,MAIN_CARD,3,United Arab Emirates,31.668720054757017,36.62696783025325,172.72,165.1,179.07,172.72,switch,orthodox,23.0,16.0,15.0,12.0,0.6521739130434783,0.75,11.0,8.0,0.7333333333333333,0.6666666666666666,13.42086956521739,11.93375,147.0,112.0,-4.958247775496233,7.6200000000000045,6.349999999999994,7.0,-0.09782608695652173,0.06666666666666665,1.487119565217391,35.0,switch_vs_orthodox,0
MIDDLEWEIGHT,0,MAIN_CARD,2,United Arab Emirates,30.217659137577,29.44558521560575,187.96,182.88,185.42,187.96,orthodox,southpaw,2.0,14.0,2.0,7.0,1.0,0.5,1.0,6.0,0.5,0.8571428571428571,13.725000000000001,5.853571428571429,42.0,63.0,0.772073921971252,5.0800000000000125,-2.5400000000000205,-12.0,0.5,-0.3571428571428571,7.871428571428573,-21.0,orthodox_vs_southpaw,1
BANTAMWEIGHT,0,MAIN_CARD,1,United Arab Emirates,32.28747433264887,28.583162217659137,180.34,172.72,177.8,175.26,switch,orthodox,13.0,5.0,10.0,5.0,0.7692307692307693,1.0,6.0,3.0,0.6,0.6,13.563846153846153,9.313999999999998,364.0,154.0,3.704312114989733,7.6200000000000045,2.5400000000000205,8.0,-0.23076923076923073,0.0,4.249846153846155,210.0,switch_vs_orthodox,0
FEATHERWEIGHT,0,PRELIMS,6,England,31.21971252566735,38.97330595482546,167.64,170.18,175.26,175.26,orthodox,orthodox,10.0,12.0,7.0,5.0,0.7,0.4166666666666667,3.0,5.0,0.42857142857142855,1.0,12.953999999999999,8.045833333333333,280.0,420.0,-7.753593429158112,-2.5400000000000205,0.0,-2.0,0.28333333333333327,-0.5714285714285714,4.908166666666666,-140.0,orthodox_vs_orthodox,1
W_STRAWWEIGHT,0,EARLY_PRELIMS,14,England,30.759753593429156,32.271047227926076,165.1,160.02,165.1,157.48,switch,orthodox,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,371.0,,-1.5112936344969192,5.079999999999984,7.6200000000000045,1.0,0.0,0.0,,,switch_vs_orthodox,1
HEAVYWEIGHT,0,EARLY_PRELIMS,13,England,28.8186173853525,32.19438740588638,193.04,190.5,200.66,198.12,orthodox,orthodox,4.0,5.0,4.0,1.0,1.0,0.2,1.0,0.0,0.25,0.0,11.737499999999999,12.373999999999999,126.0,112.0,-3.3757700205338814,2.539999999999992,2.539999999999992,-1.0,0.8,0.25,-0.6364999999999998,14.0,orthodox_vs_orthodox,1
WELTERWEIGHT,0,EARLY_PRELIMS,12,England,28.240930869267626,34.31074606433949,190.5,180.34,198.12,177.8,orthodox,switch,3.0,1.0,2.0,0.0,0.6666666666666666,0.0,2.0,0.0,1.0,0.0,4.2,4.82,189.0,322.0,-6.069815195071865,10.159999999999997,20.319999999999993,2.0,0.6666666666666666,1.0,-0.6200000000000001,-133.0,orthodox_vs_switch,1
LIGHT_HEAVYWEIGHT,0,EARLY_PRELIMS,11,England,30.458590006844627,36.035592060232716,190.5,190.5,198.12,185.42,switch,orthodox,7.0,9.0,3.0,4.0,0.42857142857142855,0.4444444444444444,1.0,1.0,0.3333333333333333,0.25,9.367142857142856,9.937777777777777,266.0,168.0,-5.577002053388089,0.0,12.700000000000017,-2.0,-0.015873015873015872,0.08333333333333331,-0.5706349206349213,98.0,switch_vs_orthodox,1
WELTERWEIGHT,0,EARLY_PRELIMS,10,England,26.60369609856263,29.034907597535934,182.88,180.34,182.88,180.34,orthodox,orthodox,2.0,4.0,2.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,15.0,12.195,161.0,196.0,-2.4312114989733047,2.539999999999992,2.539999999999992,-2.0,0.5,0.0,2.8049999999999997,-35.0,orthodox_vs_orthodox,1
FLYWEIGHT,0,PRELIMS,9,England,23.991786447638603,30.699520876112253,170.18,165.1,177.8,172.72,orthodox,southpaw,6.0,6.0,6.0,4.0,1.0,0.6666666666666666,4.0,2.0,0.6666666666666666,0.5,12.163333333333334,11.46,147.0,322.0,-6.70773442847365,5.0800000000000125,5.0800000000000125,0.0,0.33333333333333337,0.16666666666666663,0.7033333333333331,-175.0,orthodox_vs_southpaw,1
W_STRAWWEIGHT,0,PRELIMS,7,England,34.23134839151266,30.885694729637233,162.56,167.64,157.48,166.37,orthodox,orthodox,12.0,4.0,7.0,2.0,0.5833333333333334,0.5,3.0,1.0,0.42857142857142855,0.5,10.278333333333334,11.8125,175.0,168.0,3.345653661875428,-5.079999999999984,-8.890000000000015,8.0,0.08333333333333337,-0.07142857142857145,-1.5341666666666658,7.0,orthodox_vs_orthodox,0
WELTERWEIGHT,1,MAIN_CARD,1,England,36.049281314168375,32.92265571526352,180.34,187.96,182.88,187.96,orthodox,southpaw,18.0,17.0,14.0,14.0,0.7777777777777778,0.8235294117647058,3.0,4.0,0.21428571428571427,0.2857142857142857,14.313333333333333,16.91176470588235,448.0,224.0,3.126625598904859,-7.6200000000000045,-5.0800000000000125,1.0,-0.04575163398692805,-0.07142857142857142,-2.598431372549019,224.0,orthodox_vs_southpaw,1
FEATHERWEIGHT,0,MAIN_CARD,5,England,30.510609171800137,35.92060232717317,172.72,182.88,177.8,187.96,southpaw,orthodox,12.0,10.0,10.0,8.0,0.8333333333333334,0.8,4.0,3.0,0.4,0.375,13.503333333333332,13.080000000000002,189.0,336.0,-5.409993155373034,-10.159999999999997,-10.159999999999997,2.0,0.033333333333333326,0.025000000000000022,0.42333333333333023,-147.0,southpaw_vs_orthodox,1
MIDDLEWEIGHT,0,MAIN_CARD,4,England,29.010266940451746,32.440793976728266,187.96,190.5,200.66,190.5,switch,orthodox,4.0,9.0,3.0,6.0,0.75,0.6666666666666666,3.0,5.0,1.0,0.8333333333333334,8.305,7.461111111111112,147.0,168.0,-3.4305270362765192,-2.539999999999992,10.159999999999997,-5.0,0.08333333333333337,0.16666666666666663,0.8438888888888876,-21.0,switch_vs_orthodox,0
LIGHTWEIGHT,0,MAIN_CARD,3,England,37.880903490759756,29.56331279945243,177.8,177.8,180.34,185.42,orthodox,orthodox,25.0,5.0,13.0,5.0,0.52,1.0,5.0,3.0,0.38461538461538464,0.6,11.3012,9.202000000000002,105.0,224.0,8.317590691307327,0.0,-5.079999999999984,20.0,-0.48,-0.21538461538461534,2.099199999999998,-119.0,orthodox_vs_orthodox,0
HEAVYWEIGHT,1,MAIN_CARD,2,England,31.293634496919918,33.437371663244356,195.58,193.04,198.12,203.2,orthodox,orthodox,8.0,18.0,7.0,13.0,0.875,0.7222222222222222,7.0,8.0,1.0,0.6153846153846154,2.16875,9.027777777777779,259.0,140.0,-2.1437371663244384,2.5400000000000205,-5.079999999999984,-10.0,0.1527777777777778,0.3846153846153846,-6.859027777777778,119.0,orthodox_vs_orthodox,1
BANTAMWEIGHT,0,PRELIMS,8,England,27.980835044490075,28.191649555099247,170.18,167.64,177.8,172.72,southpaw,orthodox,6.0,2.0,3.0,1.0,0.5,0.5,3.0,0.0,1.0,0.0,10.308333333333332,15.0,77.0,119.0,-0.2108145106091719,2.5400000000000205,5.0800000000000125,4.0,0.0,1.0,-4.691666666666668,-42.0,southpaw_vs_orthodox,1
