weight_class,title_fight,card_section,card_position,event_venue_country,red_age,blue_age,red_height,blue_height,red_reach,blue_reach,red_stance,blue_stance,red_prior_fights,blue_prior_fights,red_prior_wins,blue_prior_wins,red_prior_win_rate,blue_prior_win_rate,red_prior_finish_wins,blue_prior_finish_wins,red_prior_finish_rate,blue_prior_finish_rate,red_prior_avg_duration,blue_prior_avg_duration,red_days_since_last_fight,blue_days_since_last_fight,age_diff,height_diff,reach_diff,prior_fights_diff,prior_win_rate_diff,prior_finish_rate_diff,prior_avg_duration_diff,days_since_last_fight_diff,stance_matchup,y_red_win
W_FLYWEIGHT,0,MAIN_CARD,1,USA,33.880903490759756,32.91991786447639,167.64,162.56,167.64,162.56,orthodox,orthodox,12.0,7.0,5.0,5.0,0.4166666666666667,0.7142857142857143,1.0,3.0,0.2,0.6,13.494166666666667,11.695714285714287,182.0,189.0,0.9609856262833674,5.079999999999984,5.079999999999984,5.0,-0.2976190476190476,-0.39999999999999997,1.79845238095238,-7.0,orthodox_vs_orthodox,0
Other,1,MAIN_CARD,1,USA,32.01916495550992,29.519507186858316,172.72,167.64,175.26,172.72,orthodox,orthodox,13.0,3.0,12.0,2.0,0.9230769230769231,0.6666666666666666,9.0,2.0,0.75,1.0,9.146923076923077,7.339999999999999,175.0,98.0,2.4996577686516055,5.0800000000000125,2.539999999999992,10.0,0.2564102564102565,-0.25,1.806923076923078,77.0,orthodox_vs_orthodox,1
CATCH_WEIGHT,0,EARLY_PRELIMS,12,USA,38.46680355920602,32.342231348391515,177.8,175.26,177.8,186.69,southpaw,orthodox,20.0,2.0,11.0,2.0,0.55,1.0,3.0,2.0,0.2727272727272727,1.0,11.456999999999999,2.6,622.0,133.0,6.124572210814506,2.5400000000000205,-8.889999999999986,18.0,-0.44999999999999996,-0.7272727272727273,8.857,489.0,southpaw_vs_orthodox,0
LIGHT_HEAVYWEIGHT,0,EARLY_PRELIMS,11,USA,32.63518138261465,30.151950718685832,182.88,182.88,193.04,190.5,orthodox,orthodox,4.0,9.0,4.0,5.0,1.0,0.5555555555555556,4.0,0.0,1.0,0.0,3.0949999999999998,11.008888888888889,343.0,112.0,2.483230663928815,0.0,2.539999999999992,-5.0,0.4444444444444444,1.0,-7.913888888888889,231.0,orthodox_vs_orthodox,0
FLYWEIGHT,0,EARLY_PRELIMS,10,USA,35.14579055441479,28.210814510609172,165.1,167.64,170.18,166.37,orthodox,orthodox,15.0,7.0,9.0,6.0,0.6,0.8571428571428571,3.0,4.0,0.3333333333333333,0.6666666666666666,11.788,7.2057142857142855,84.0,133.0,6.934976043805616,-2.539999999999992,3.8100000000000023,8.0,-0.2571428571428571,-0.3333333333333333,4.582285714285715,-49.0,orthodox_vs_orthodox,0
MIDDLEWEIGHT,0,PRELIMS,9,USA,36.65434633812457,29.533196440793976,177.8,177.8,185.42,190.5,orthodox,orthodox,5.0,2.0,3.0,1.0,0.6,0.5,3.0,1.0,1.0,1.0,4.7700000000000005,8.309999999999999,462.0,245.0,7.121149897330593,0.0,-5.0800000000000125,3.0,0.09999999999999998,0.0,-3.5399999999999983,217.0,orthodox_vs_orthodox,0
FEATHERWEIGHT,0,PRELIMS,8,USA,30.573579739904176,33.79876796714579,167.64,167.64,163.83,167.64,orthodox,switch,6.0,8.0,4.0,5.0,0.6666666666666666,0.625,0.0,4.0,0.0,0.8,13.950000000000001,7.453749999999999,182.0,24.0,-3.225188227241617,0.0,-3.809999999999974,-2.0,0.04166666666666663,-0.8,6.496250000000002,158.0,orthodox_vs_switch,1
MIDDLEWEIGHT,0,PRELIMS,7,USA,31.835728952772072,32.46817248459959,180.34,185.42,182.88,195.58,orthodox,southpaw,5.0,10.0,3.0,6.0,0.6,0.6,1.0,6.0,0.3333333333333333,1.0,12.724,8.852,175.0,90.0,-0.6324435318275192,-5.079999999999984,-12.700000000000017,-5.0,0.0,-0.6666666666666667,3.872,85.0,orthodox_vs_southpaw,1
FEATHERWEIGHT,0,PRELIMS,6,USA,31.96167008898015,20.73100616016427,177.8,185.42,186.69,187.96,southpaw,southpaw,21.0,2.0,10.0,2.0,0.47619047619047616,1.0,3.0,1.0,0.3,0.5,12.16904761904762,9.785,322.0,175.0,11.23066392881588,-7.619999999999976,-1.2700000000000102,19.0,-0.5238095238095238,-0.2,2.384047619047619,147.0,southpaw_vs_southpaw,1
BANTAMWEIGHT,0,MAIN_CARD,5,USA,35.945242984257355,25.61806981519507,170.18,180.34,175.26,182.88,orthodox,switch,13.0,4.0,6.0,4.0,0.46153846153846156,1.0,5.0,2.0,0.8333333333333334,0.5,11.03,9.065,364.0,90.0,10.327173169062284,-10.159999999999997,-7.6200000000000045,9.0,-0.5384615384615384,0.33333333333333337,1.9649999999999999,274.0,orthodox_vs_switch,0
WELTERWEIGHT,0,MAIN_CARD,4,USA,32.84325804243669,30.48596851471595,190.5,182.88,203.2,185.42,orthodox,orthodox,22.0,14.0,15.0,9.0,0.6818181818181818,0.6428571428571429,6.0,4.0,0.4,0.4444444444444444,11.54590909090909,12.552142857142856,90.0,210.0,2.357289527720738,7.6200000000000045,17.78,8.0,0.03896103896103886,-0.0444444444444444,-1.0062337662337661,-120.0,orthodox_vs_orthodox,1
BANTAMWEIGHT,0,MAIN_CARD,3,USA,30.850102669404517,28.128678986995208,170.18,180.34,180.34,177.8,orthodox,switch,13.0,5.0,10.0,5.0,0.7692307692307693,1.0,4.0,3.0,0.4,0.6,12.702307692307691,9.668000000000001,364.0,294.0,2.721423682409309,-10.159999999999997,2.539999999999992,8.0,-0.23076923076923073,-0.19999999999999996,3.0343076923076904,70.0,orthodox_vs_switch,1
BANTAMWEIGHT,0,MAIN_CARD,2,USA,37.883641341546884,28.917180013689254,165.1,172.72,168.91,166.37,orthodox,orthodox,15.0,9.0,11.0,6.0,0.7333333333333333,0.6666666666666666,3.0,4.0,0.2727272727272727,0.6666666666666666,11.994,8.836666666666666,294.0,462.0,8.96646132785763,-7.6200000000000045,2.539999999999992,6.0,0.06666666666666665,-0.3939393939393939,3.1573333333333338,-168.0,orthodox_vs_orthodox,0
FEATHERWEIGHT,0,PRELIMS,11,USA,29.10609171800137,29.54688569472964,175.26,170.18,170.18,177.8,orthodox,orthodox,3.0,4.0,2.0,1.0,0.6666666666666666,0.25,0.0,0.0,0.0,0.0,13.066666666666668,12.967500000000001,294.0,322.0,-0.44079397672826914,5.079999999999984,-7.6200000000000045,-1.0,0.41666666666666663,0.0,0.09916666666666707,-28.0,orthodox_vs_orthodox,1
BANTAMWEIGHT,0,PRELIMS,10,USA,28.87337440109514,29.196440793976727,175.26,170.18,173.99,172.72,orthodox,southpaw,13.0,5.0,7.0,3.0,0.5384615384615384,0.6,5.0,0.0,0.7142857142857143,0.0,10.51153846153846,15.0,259.0,105.0,-0.3230663928815858,5.079999999999984,1.2700000000000102,8.0,-0.06153846153846154,0.7142857142857143,-4.488461538461539,154.0,orthodox_vs_southpaw,0
FLYWEIGHT,0,PRELIMS,9,USA,33.43189596167009,27.786447638603697,170.18,175.26,167.64,172.72,southpaw,southpaw,13.0,0.0,5.0,0.0,0.38461538461538464,0.0,1.0,0.0,0.2,0.0,12.289230769230768,,132.0,,5.64544832306639,-5.079999999999984,-5.0800000000000125,13.0,0.38461538461538464,0.2,,,southpaw_vs_southpaw,0
WELTERWEIGHT,0,PRELIMS,7,USA,33.412731006160165,27.077344284736483,185.42,177.8,187.96,185.42,southpaw,switch,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,11.810000000000002,,105.0,,6.335386721423681,7.619999999999976,2.5400000000000205,2.0,1.0,0.5,,,southpaw_vs_switch,1
W_STRAWWEIGHT,0,MAIN_CARD,5,USA,27.184120465434635,27.926078028747433,162.56,154.94,160.02,157.48,orthodox,orthodox,3.0,4.0,2.0,2.0,0.6666666666666666,0.5,1.0,0.0,0.5,0.0,10.816666666666665,11.612499999999999,231.0,126.0,-0.7419575633127984,7.6200000000000045,2.5400000000000205,-1.0,0.16666666666666663,0.5,-0.7958333333333343,105.0,orthodox_vs_orthodox,1
LIGHTWEIGHT,0,MAIN_CARD,4,USA,26.297056810403834,28.484599589322382,187.96,182.88,185.42,185.42,orthodox,southpaw,5.0,2.0,4.0,2.0,0.8,1.0,2.0,1.0,0.5,0.5,11.41,9.515,203.0,105.0,-2.187542778918548,5.0800000000000125,0.0,3.0,-0.19999999999999996,0.0,1.8949999999999996,98.0,orthodox_vs_southpaw,1
CATCH_WEIGHT,0,MAIN_CARD,3,USA,31.474332648870636,27.066392881587955,177.8,172.72,177.8,181.61,orthodox,switch,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,9.335,1.4200000000000017,175.0,91.0,4.407939767282681,5.0800000000000125,-3.8100000000000023,1.0,0.0,0.0,7.914999999999999,84.0,orthodox_vs_switch,1
HEAVYWEIGHT,0,MAIN_CARD,2,USA,33.63997262149213,29.059548254620122,180.34,190.5,185.42,195.58,southpaw,orthodox,4.0,4.0,2.0,4.0,0.5,1.0,0.0,3.0,0.0,0.75,17.5,9.545,210.0,259.0,4.5804243668720055,-10.159999999999997,-10.160000000000025,0.0,-0.5,-0.75,7.955,-49.0,southpaw_vs_orthodox,0
WELTERWEIGHT,0,MAIN_CARD,1,USA,38.14647501711157,33.86173853524983,175.26,177.8,187.96,180.34,orthodox,orthodox,13.0,14.0,9.0,11.0,0.6923076923076923,0.7857142857142857,6.0,7.0,0.6666666666666666,0.6363636363636364,13.05923076923077,10.308571428571428,455.0,77.0,4.284736481861742,-2.5400000000000205,7.6200000000000045,-1.0,-0.09340659340659341,0.030303030303030276,2.7506593406593414,378.0,orthodox_vs_orthodox,0
W_FLYWEIGHT,0,PRELIMS,6,USA,31.419575633127995,35.52361396303901,175.26,172.72,172.72,170.18,orthodox,southpaw,9.0,4.0,6.0,3.0,0.6666666666666666,0.75,0.0,2.0,0.0,0.6666666666666666,14.561111111111112,11.175,112.0,301.0,-4.104038329911017,2.539999999999992,2.539999999999992,5.0,-0.08333333333333337,-0.6666666666666666,3.386111111111111,-189.0,orthodox_vs_southpaw,1
HEAVYWEIGHT,0,PRELIMS,11,USA,27.468856947296374,28.331279945242983,187.96,198.12,203.2,205.74,orthodox,orthodox,1.0,4.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,3.2699999999999996,10.9425,290.0,203.0,-0.8624229979466094,-10.159999999999997,-2.5400000000000205,-3.0,0.5,0.0,-7.672500000000001,87.0,orthodox_vs_orthodox,1
W_FLYWEIGHT,0,PRELIMS,10,USA,33.0321697467488,33.95208761122519,170.18,167.64,170.18,175.26,orthodox,orthodox,10.0,5.0,4.0,2.0,0.4,0.4,2.0,1.0,0.5,0.5,12.717000000000002,11.934000000000001,454.0,91.0,-0.919917864476389,2.5400000000000205,-5.079999999999984,5.0,0.0,0.0,0.7830000000000013,363.0,orthodox_vs_orthodox,1
FEATHERWEIGHT,0,PRELIMS,9,USA,36.0,31.942505133470227,177.8,175.26,180.34,182.88,orthodox,orthodox,21.0,1.0,14.0,0.0,0.6666666666666666,0.0,4.0,0.0,0.2857142857142857,0.0,11.927619047619048,2.719999999999999,308.0,112.0,4.0574948665297725,2.5400000000000205,-2.539999999999992,20.0,0.6666666666666666,0.2857142857142857,9.20761904761905,196.0,orthodox_vs_orthodox,0
FEATHERWEIGHT,0,PRELIMS,8,USA,31.72347707049966,31.249828884325805,182.88,167.64,187.96,170.18,orthodox,southpaw,3.0,0.0,2.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,14.723333333333334,,69.0,,0.47364818617385396,15.240000000000009,17.78,3.0,0.6666666666666666,0.0,,,orthodox_vs_southpaw,1
MIDDLEWEIGHT,0,PRELIMS,7,USA,26.576317590691307,27.526351813826146,182.88,190.5,190.5,205.74,orthodox,orthodox,3.0,6.0,1.0,4.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.25,5.48,13.784999999999998,259.0,211.0,-0.9500342231348391,-7.6200000000000045,-15.240000000000009,-3.0,-0.3333333333333333,0.75,-8.304999999999998,48.0,orthodox_vs_orthodox,0
FEATHERWEIGHT,0,MAIN_CARD,5,USA,22.45311430527036,27.45242984257358,172.72,172.72,170.18,179.07,orthodox,switch,5.0,13.0,4.0,9.0,0.8,0.6923076923076923,3.0,8.0,0.75,0.8888888888888888,9.264,10.607692307692307,161.0,217.0,-4.999315537303218,0.0,-8.889999999999986,-8.0,0.10769230769230775,-0.13888888888888884,-1.343692307692308,-56.0,orthodox_vs_switch,1
MIDDLEWEIGHT,0,MAIN_CARD,4,USA,33.07049965776865,30.740588637919235,185.42,185.42,190.5,195.58,southpaw,southpaw,9.0,12.0,5.0,8.0,0.5555555555555556,0.6666666666666666,3.0,1.0,0.6,0.125,13.211111111111112,12.554166666666667,217.0,294.0,2.3299110198494155,0.0,-5.0800000000000125,-3.0,-0.11111111111111105,0.475,0.656944444444445,-77.0,southpaw_vs_southpaw,0
FEATHERWEIGHT,0,MAIN_CARD,3,USA,28.777549623545518,34.31622176591376,170.18,180.34,180.34,190.5,orthodox,orthodox,7.0,22.0,6.0,14.0,0.8571428571428571,0.6363636363636364,3.0,7.0,0.5,0.5,10.784285714285714,11.143181818181818,98.0,252.0,-5.538672142368242,-10.159999999999997,-10.159999999999997,-15.0,0.22077922077922074,0.0,-0.3588961038961038,-154.0,orthodox_vs_orthodox,1
W_STRAWWEIGHT,0,MAIN_CARD,2,USA,31.43874058863792,35.34017796030116,162.56,160.02,160.02,163.83,orthodox,orthodox,10.0,14.0,6.0,7.0,0.6,0.5,1.0,2.0,0.16666666666666666,0.2857142857142857,14.805000000000001,12.752857142857142,315.0,84.0,-3.901437371663242,2.539999999999992,-3.8100000000000023,-4.0,0.09999999999999998,-0.11904761904761904,2.0521428571428597,231.0,orthodox_vs_orthodox,1
HEAVYWEIGHT,0,MAIN_CARD,1,USA,39.997262149212865,36.93360711841205,193.04,195.58,203.2,195.58,orthodox,southpaw,17.0,13.0,10.0,6.0,0.5882352941176471,0.46153846153846156,7.0,6.0,0.7,1.0,8.781176470588235,6.578461538461538,161.0,301.0,3.063655030800817,-2.5400000000000205,7.619999999999976,4.0,0.12669683257918551,-0.30000000000000004,2.202714932126697,-140.0,orthodox_vs_southpaw,1
WELTERWEIGHT,0,PRELIMS,6,USA,39.34565366187543,27.72895277207392,182.88,187.96,190.5,189.23,orthodox,orthodox,25.0,2.0,15.0,2.0,0.6,1.0,13.0,1.0,0.8666666666666667,0.5,9.1632,11.264999999999999,154.0,217.0,11.61670088980151,-5.0800000000000125,1.2700000000000102,23.0,-0.4,0.3666666666666667,-2.101799999999999,-63.0,orthodox_vs_orthodox,0
HEAVYWEIGHT,0,MAIN_CARD,5,USA,41.270362765229294,34.7378507871321,190.5,187.96,195.58,198.12,orthodox,orthodox,31.0,0.0,17.0,0.0,0.5483870967741935,0.0,11.0,0.0,0.6470588235294118,0.0,8.828387096774193,,193.0,,6.53251197809719,2.539999999999992,-2.539999999999992,31.0,0.5483870967741935,0.6470588235294118,,,orthodox_vs_orthodox,1
HEAVYWEIGHT,0,PRELIMS,10,USA,30.48870636550308,36.106776180698155,193.04,185.42,198.12,185.42,orthodox,orthodox,7.0,0.0,2.0,0.0,0.2857142857142857,0.0,1.0,0.0,0.5,0.0,10.96142857142857,,598.0,,-5.618069815195074,7.6200000000000045,12.700000000000017,7.0,0.2857142857142857,0.5,,,orthodox_vs_orthodox,1
FEATHERWEIGHT,0,PRELIMS,9,USA,28.197125256673512,33.73305954825462,172.72,167.64,175.26,167.64,orthodox,switch,2.0,7.0,2.0,4.0,1.0,0.5714285714285714,0.0,3.0,0.0,0.75,15.0,7.28,242.0,115.0,-5.5359342915811105,5.0800000000000125,7.6200000000000045,-5.0,0.4285714285714286,-0.75,7.72,127.0,orthodox_vs_switch,0
LIGHTWEIGHT,0,PRELIMS,8,USA,31.90965092402464,34.57084188911704,172.72,180.34,180.34,185.42,southpaw,orthodox,9.0,2.0,5.0,2.0,0.5555555555555556,1.0,3.0,1.0,0.6,0.5,9.436666666666667,10.55,270.0,144.0,-2.661190965092402,-7.6200000000000045,-5.079999999999984,7.0,-0.4444444444444444,0.09999999999999998,-1.1133333333333333,126.0,southpaw_vs_orthodox,0
W_BANTAMWEIGHT,0,PRELIMS,7,USA,35.044490075290895,32.035592060232716,162.56,170.18,170.18,170.18,orthodox,orthodox,5.0,8.0,3.0,3.0,0.6,0.375,0.0,2.0,0.0,0.6666666666666666,15.0,11.39625,235.0,249.0,3.008898015058179,-7.6200000000000045,0.0,-3.0,0.22499999999999998,-0.6666666666666666,3.60375,-14.0,orthodox_vs_orthodox,1
LIGHTWEIGHT,0,MAIN_CARD,6,USA,33.94113620807666,25.141683778234086,177.8,175.26,186.69,179.07,southpaw,orthodox,23.0,4.0,12.0,2.0,0.5217391304347826,0.5,4.0,1.0,0.3333333333333333,0.5,11.842608695652174,12.337499999999999,200.0,256.0,8.799452429842571,2.5400000000000205,7.6200000000000045,19.0,0.021739130434782594,-0.16666666666666669,-0.49489130434782425,-56.0,southpaw_vs_orthodox,0
BANTAMWEIGHT,0,MAIN_CARD,4,USA,27.698836413415467,26.77344284736482,167.64,162.56,175.26,160.02,orthodox,orthodox,6.0,11.0,4.0,7.0,0.6666666666666666,0.6363636363636364,1.0,2.0,0.25,0.2857142857142857,12.628333333333332,14.405454545454546,158.0,88.0,0.9253935660506478,5.079999999999984,15.23999999999998,-5.0,0.030303030303030276,-0.0357142857142857,-1.777121212121214,70.0,orthodox_vs_orthodox,1
LIGHTWEIGHT,0,MAIN_CARD,3,USA,27.613963039014372,31.564681724845997,175.26,172.72,182.88,177.8,orthodox,southpaw,4.0,14.0,3.0,8.0,0.75,0.5714285714285714,1.0,5.0,0.3333333333333333,0.625,9.855,7.875714285714286,298.0,115.0,-3.9507186858316246,2.539999999999992,5.079999999999984,-10.0,0.1785714285714286,-0.2916666666666667,1.979285714285714,183.0,orthodox_vs_southpaw,0
HEAVYWEIGHT,0,MAIN_CARD,2,USA,38.57084188911704,37.097878165639976,193.04,190.5,199.39,203.2,orthodox,southpaw,13.0,20.0,7.0,12.0,0.5384615384615384,0.6,6.0,10.0,0.8571428571428571,0.8333333333333334,10.233076923076924,9.249500000000001,158.0,228.0,1.472963723477065,2.539999999999992,-3.8100000000000023,-7.0,-0.06153846153846154,0.023809523809523725,0.9835769230769227,-70.0,orthodox_vs_southpaw,1
LIGHT_HEAVYWEIGHT,0,MAIN_CARD,1,USA,31.797399041752225,40.54209445585216,193.04,187.96,193.04,193.04,orthodox,orthodox,12.0,18.0,8.0,13.0,0.6666666666666666,0.7222222222222222,7.0,10.0,0.875,0.7692307692307693,11.0175,9.703333333333335,347.0,242.0,-8.744695414099933,5.079999999999984,0.0,-6.0,-0.05555555555555558,0.10576923076923073,1.3141666666666652,105.0,orthodox_vs_orthodox,0
HEAVYWEIGHT,0,PRELIMS,7,USA,42.88569472963724,42.776180698151954,187.96,193.04,203.2,195.58,orthodox,orthodox,11.0,16.0,7.0,11.0,0.6363636363636364,0.6875,7.0,7.0,1.0,0.6363636363636364,5.430909090909092,10.99375,111.0,784.0,0.10951403148528271,-5.079999999999984,7.619999999999976,-5.0,-0.051136363636363646,0.36363636363636365,-5.562840909090909,-673.0,orthodox_vs_orthodox,1
LIGHT_HEAVYWEIGHT,0,EARLY_PRELIMS,11,USA,28.709103353867214,34.00958247775496,195.58,187.96,200.66,191.77,orthodox,southpaw,5.0,18.0,4.0,10.0,0.8,0.5555555555555556,3.0,6.0,0.75,0.6,4.964,9.435,210.0,294.0,-5.300479123887747,7.6200000000000045,8.889999999999986,-13.0,0.24444444444444446,0.15000000000000002,-4.471,-84.0,orthodox_vs_southpaw,1
FEATHERWEIGHT,0,EARLY_PRELIMS,10,USA,25.596167008898014,33.70841889117043,177.8,175.26,177.8,175.26,southpaw,switch,4.0,6.0,3.0,3.0,0.75,0.5,1.0,2.0,0.3333333333333333,0.6666666666666666,12.1525,12.411666666666667,154.0,204.0,-8.112251882272417,2.5400000000000205,2.5400000000000205,-2.0,0.25,-0.3333333333333333,-0.2591666666666672,-50.0,southpaw_vs_switch,1
WELTERWEIGHT,0,PRELIMS,9,USA,28.449007529089666,30.60917180013689,180.34,182.88,191.77,193.04,orthodox,orthodox,13.0,10.0,10.0,6.0,0.7692307692307693,0.6,9.0,6.0,0.9,1.0,8.419230769230769,5.579,189.0,210.0,-2.1601642710472255,-2.539999999999992,-1.2699999999999818,3.0,0.1692307692307693,-0.09999999999999998,2.840230769230769,-21.0,orthodox_vs_orthodox,1
W_STRAWWEIGHT,0,PRELIMS,8,USA,32.580424366872,34.338124572210816,154.94,160.02,160.02,157.48,orthodox,orthodox,11.0,8.0,7.0,5.0,0.6363636363636364,0.625,1.0,2.0,0.14285714285714285,0.4,14.114545454545453,13.594999999999999,231.0,210.0,-1.7577002053388142,-5.0800000000000125,2.5400000000000205,3.0,0.011363636363636354,-0.2571428571428572,0.5195454545454545,21.0,orthodox_vs_orthodox,1
WELTERWEIGHT,0,PRELIMS,6,USA,33.281314168377826,37.11430527036276,177.8,185.42,185.42,185.42,orthodox,orthodox,18.0,34.0,9.0,23.0,0.5,0.6764705882352942,7.0,16.0,0.7777777777777778,0.6956521739130435,11.212777777777779,9.282941176470588,111.0,111.0,-3.8329911019849376,-7.619999999999976,0.0,-16.0,-0.17647058823529416,0.08212560386473433,1.9298366013071906,0.0,orthodox_vs_orthodox,1
HEAVYWEIGHT,0,MAIN_CARD,5,USA,31.78097193702943,32.388774811772755,195.58,185.42,204.47,187.96,orthodox,orthodox,7.0,2.0,4.0,2.0,0.5714285714285714,1.0,4.0,2.0,1.0,1.0,5.957142857142857,3.210000000000001,182.0,217.0,-0.6078028747433244,10.160000000000025,16.50999999999999,5.0,-0.4285714285714286,0.0,2.7471428571428564,-35.0,orthodox_vs_orthodox,1
FEATHERWEIGHT,0,MAIN_CARD,4,USA,33.95756331279945,32.120465434633815,175.26,180.34,180.34,182.88,orthodox,orthodox,32.0,6.0,15.0,4.0,0.46875,0.6666666666666666,8.0,3.0,0.5333333333333333,0.75,11.8946875,10.635,204.0,182.0,1.8370978781656362,-5.0800000000000125,-2.539999999999992,26.0,-0.19791666666666663,-0.21666666666666667,1.2596875,22.0,orthodox_vs_orthodox,0
HEAVYWEIGHT,0,MAIN_CARD,3,USA,33.67556468172484,32.145106091718,193.04,187.96,208.28,198.12,orthodox,orthodox,11.0,4.0,9.0,4.0,0.8181818181818182,1.0,9.0,4.0,1.0,1.0,6.09,7.865,315.0,154.0,1.5304585900068446,5.079999999999984,10.159999999999997,7.0,-0.18181818181818177,0.0,-1.7750000000000004,161.0,orthodox_vs_orthodox,1
BANTAMWEIGHT,1,MAIN_CARD,2,USA,33.24572210814511,35.167693360711844,162.56,172.72,162.56,172.72,orthodox,orthodox,11.0,6.0,9.0,5.0,0.8181818181818182,0.8333333333333334,3.0,1.0,0.3333333333333333,0.2,12.601818181818182,21.003333333333334,336.0,1225.0,-1.9219712525667347,-10.159999999999997,-10.159999999999997,5.0,-0.015151515151515138,0.1333333333333333,-8.401515151515152,-889.0,orthodox_vs_orthodox,1
LIGHTWEIGHT,1,MAIN_CARD,1,USA,36.238193018480494,31.482546201232033,180.34,180.34,194.31,177.8,orthodox,orthodox,17.0,6.0,16.0,4.0,0.9411764705882353,0.6666666666666666,12.0,4.0,0.75,1.0,10.251764705882353,7.930000000000001,336.0,238.0,4.755646817248461,0.0,16.50999999999999,11.0,0.27450980392156865,-0.25,2.3217647058823525,98.0,orthodox_vs_orthodox,0
FLYWEIGHT,0,PRELIMS,11,Brazil,29.9958932238193,27.772758384668034,162.56,165.1,165.1,173.99,orthodox,orthodox,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,,161.0,,2.2231348391512675,-2.539999999999992,-8.890000000000015,1.0,0.0,0.0,,,orthodox_vs_orthodox,0
W_BANTAMWEIGHT,0,PRELIMS,12,Brazil,24.372347707049965,28.55852156057495,162.56,175.26,162.56,187.96,southpaw,orthodox,4.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,9.3425,6.98,217.0,287.0,-4.186173853524984,-12.699999999999989,-25.400000000000006,3.0,-0.75,0.0,2.362499999999999,-70.0,southpaw_vs_orthodox,0
W_FLYWEIGHT,0,PRELIMS,10,Brazil,28.56125941136208,28.514715947980836,167.64,170.18,168.91,170.18,orthodox,orthodox,2.0,7.0,2.0,4.0,1.0,0.5714285714285714,2.0,1.0,1.0,0.25,2.9749999999999996,13.071428571428571,538.0,350.0,0.046543463381244266,-2.5400000000000205,-1.2700000000000102,-5.0,0.4285714285714286,0.75,-10.096428571428572,188.0,orthodox_vs_orthodox,0
WELTERWEIGHT,0,PRELIMS,8,Brazil,33.256673511293634,35.865845311430526,180.34,172.72,185.42,182.88,orthodox,orthodox,9.0,3.0,7.0,2.0,0.7777777777777778,0.6666666666666666,4.0,0.0,0.5714285714285714,0.0,11.164444444444445,15.0,196.0,217.0,-2.6091718001368918,7.6200000000000045,2.539999999999992,6.0,0.11111111111111116,0.5714285714285714,-3.8355555555555547,-21.0,orthodox_vs_orthodox,1
W_STRAWWEIGHT,0,PRELIMS,7,Brazil,26.548939082819988,34.5927446954141,160.02,162.56,167.64,160.02,orthodox,orthodox,2.0,14.0,2.0,6.0,1.0,0.42857142857142855,1.0,1.0,0.5,0.16666666666666666,11.085,12.622857142857143,154.0,140.0,-8.04380561259411,-2.539999999999992,7.619999999999976,-12.0,0.5714285714285714,0.33333333333333337,-1.537857142857142,14.0,orthodox_vs_orthodox,1
LIGHTWEIGHT,0,MAIN_CARD,5,Brazil,41.555099247091036,34.86379192334018,175.26,172.72,177.8,172.72,southpaw,orthodox,20.0,16.0,14.0,10.0,0.7,0.625,6.0,3.0,0.42857142857142855,0.3,11.7825,11.42,119.0,357.0,6.691307323750856,2.539999999999992,5.0800000000000125,4.0,0.07499999999999996,0.12857142857142856,0.3625000000000007,-238.0,southpaw_vs_orthodox,1
LIGHT_HEAVYWEIGHT,0,MAIN_CARD,4,Brazil,27.956194387405887,28.019164955509925,198.12,190.5,208.28,196.85,orthodox,orthodox,5.0,12.0,4.0,7.0,0.8,0.5833333333333334,3.0,7.0,0.75,1.0,3.9840000000000004,5.913333333333334,133.0,182.0,-0.06297056810403845,7.6200000000000045,11.430000000000007,-7.0,0.21666666666666667,-0.25,-1.9293333333333336,-49.0,orthodox_vs_orthodox,0
LIGHTWEIGHT,0,MAIN_CARD,3,Brazil,30.8145106091718,33.59890485968515,180.34,175.26,182.88,177.8,orthodox,orthodox,8.0,6.0,5.0,3.0,0.625,0.5,2.0,2.0,0.4,0.6666666666666666,9.678749999999999,10.983333333333333,266.0,287.0,-2.7843942505133477,5.0800000000000125,5.079999999999984,2.0,0.125,-0.2666666666666666,-1.3045833333333334,-21.0,orthodox_vs_orthodox,1
LIGHTWEIGHT,0,MAIN_CARD,1,Brazil,27.523613963039015,30.406570841889117,175.26,177.8,195.58,187.96,orthodox,orthodox,16.0,25.0,11.0,16.0,0.6875,0.64,7.0,15.0,0.6363636363636364,0.9375,11.918125,6.4872000000000005,133.0,119.0,-2.882956878850102,-2.5400000000000205,7.6200000000000045,-9.0,0.04749999999999999,-0.30113636363636365,5.430924999999999,14.0,orthodox_vs_orthodox,0
